Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Duration_missing
Pyar Ke Do Pal,1986,130.0,"Action, Drama",6.2,50.0,Rajiv Mehra,Bindu,Mithun Chakraborty,Krishan Dhawan,False
Pyar Ke Jalwe,1989,,Romance,,,,,,,True
Pyar Ke Kabil,1987,187.0,"Drama, Family, Romance",5.6,51.0,Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev,False
Pyar Ke Liye Fight,2002,,Action,,,Chandni,Nirmal Pandey,Rami Reddy,Sivamani,True
Pyar Ke Naam Qurban,1990,134.0,"Action, Drama, Romance",5.6,39.0,Babbar Subhash,Mithun Chakraborty,Dimple Kapadia,Mandakini,False
Pyar Ke Sapne,2002,,Romance,,,,,,,True
Pyar Ki Baazi,1967,,Romance,,,J.S. Keshwani,Jagdeep,Vijaya Choudhury,Moti Sagar,True
Pyar Ki Baten,1951,,Romance,5.9,10.0,Akhtar Hussein,Nargis,Trilok Kapoor,Neelam,True
Pyar Ki Bhool,2001,,Thriller,,,,,,,True
Pyar Ki Boond,1978,,Romance,,,,,,,True
Pyar Ki Cheekh,1991,,Romance,,,,,,,True
Pyar Ki Dhun,2002,,"Drama, Romance",2.5,13.0,Samarjit Dasgupta,Milind Soman,Hena,Swati,True
Pyar Ki Jalan,1993,,Thriller,,,Sunil Kumar Desai,Abhilasha,Anjali Devi,Devraj,True
Pyar Ki Jeet,1987,146.0,"Comedy, Drama, Musical",7.4,37.0,Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha,False
Pyar Ki Jeet,1962,,Romance,,,Vasant Painter,Mahipal,Indira,Mohan Choti,True
Pyar Ki Kahani,1971,150.0,"Drama, Romance",6.1,83.0,Ravikant Nagaich,Mala Sinha,Tanuja,Amitabh Bachchan,False
Pyar Ki Ladai,2003,,Action,,,Jagapathi Babu,Brahmanandam,Kaveri,,True
Pyar Ki Manzil,1981,,Romance,,,D.S. Azad,Shakti Kapoor,Shashi Kapoor,Shreeram Lagoo,True
Pyar Ki Masti,1991,,Thriller,,,Anil Khanna,Pratibha,Shakeela,K.V. Shanthi,True
Pyar Ki Pahli Nazar,1986,,Romance,,,Jagdeep,,,,True
Pyar Ki Pyaas,2004,,Thriller,,,,,,,True
Pyar Ki Pyas,1961,,Drama,5.8,13.0,Mahesh Kaul,Shreekant,Nishi,Manmohan Krishna,True
Pyar Ki Raat,1998,,Thriller,,,,,,,True
Pyar Ki Rahen,1959,,Romance,,,Lekhraj Bhakri,Pradeep Kumar,Anita Guha,Kuldip Kaur,True
Pyar Ki Rimjhim,1986,,Romance,,,,,,,True
Pyar Ki Umang,1998,,Romance,,,Chandni Gupta,Vinay Khatna,Rakesh Pandey,Asha Sharma,True
Pyar Kiya Hai Pyar Karenge,1986,133.0,"Drama, Romance",3.6,37.0,Vijay Reddy,Anil Kapoor,Padmini Kolhapure,Anita Raj,False
Pyar Kiye Jaa,1966,129.0,"Comedy, Romance",7.1,176.0,C.V. Sridhar,Kishore Kumar,Shashi Kapoor,Mehmood,False
Pyar Me Zeero Hu,2020,,"Drama, Family",,,Sunil Varma,Shit Govind Kumar Bandu,Mohammed Fahim,Shit Govind,True
Pyar Mein Sab Kuch Hota Hai,2004,,Romance,,,Prasun Banerjee,Jaya Mathur,,,True
Pyar Mein Thoda Twist,2020,,Drama,,,Partho Ghosh,Mukesh J Bharti,Richa Mukherjee,Rajesh Sharma,True
Pyar Mohabbat,1966,,"Adventure, Drama, Romance",6.7,29.0,Shankar Mukherjee,Dev Anand,Saira Banu,Prem Nath,True
Pyar Paap Nahin,1988,,Romance,,,,,,,True
Pyar Pyar,1993,,"Action, Drama, Romance",4.6,8.0,Sunil R. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Isha Gupta,True
Pyar Se Bolo Devaa,2018,112.0,"Drama, Romance",,,Tiger Yd Yadav,Aisha,Devaa,Bablu Rai,False
Pyar Se Dekho Zara,2013,,Drama,,,Amit Sharma,,,,True
Pyar To Hona Hi Tha,1981,,Romance,,,Ravi Tandon,Tina Ambani,Preeti Ganguli,Dinesh Hingoo,True
Pyara Sangam,1994,,Romance,,,Ramnath Roy,Birbal,Ranjana Bist,Ravi Chouhan,True
Pyara Tarana,1982,,"Musical, Romance",7.4,16.0,K. Balachander,Asrani,Kamal Haasan,Shafi Inamdar,True
Pyara Watan,1943,,,,,Alaknanda,,,,True
Pyare Mohan,2006,130.0,"Action, Comedy, Crime",3.3,827.0,Ravinddra Khare,Indra Kumar,Fardeen Khan,Vivek Oberoi,False
Pyari Behna,1985,136.0,"Action, Comedy, Drama",6.8,70.0,Bapu,Mithun Chakraborty,Padmini Kolhapure,Tanvi Azmi,False
Pyari Dulhaniya,1989,,Drama,,,Raj N. Sippy,Arun Govil,Meera Madhuri,,True
Pyas,1941,,,,,Ram Daryani,,,,True
Pyas Bujhti Nahin,1992,,Thriller,,,Aiyappan,Disco Shanti,Silk Smitha,,True
Pyasa Darinda,1990,,Horror,4.9,8.0,Kapil Dev,Kapil Karzan,Baby Vijaya,,True
Pyasa Jism,2003,,Thriller,,,Amit Dhamija,Ferozeh,Shakti Kapoor,Sohail Khan,True
Pyasa Shaitan,1984,100.0,Horror,5.0,54.0,Joginder Shelly,Kamal Haasan,Joginder Shelly,Madhu Malhotra,False
Pyasa Yauvan,1993,,Thriller,,,Harish,Sadhana,Disco Shanti,,True
Pyase Nain,1989,,Drama,,,Kidar Nath Sharma,Kanan Kaushal,Yuvraj,Gajanan Jagirdar,True
Pyase Rishte,1981,,Romance,,,,,,,True
Pyasi Apsara,1991,106.0,Thriller,,,Kapil Dev,Kapil Karzan,Jaya Madhuri,Ravi Menon,False
Pyasi Atma,1998,,Horror,4.7,9.0,P. Chandrakumar,Dolly Bindra,Brahmachari,Mithun Chakraborty,True
Pyasi Aurat,1990,,Romance,,,,,,,True
Pyasi Baahon Mein,1990,,Thriller,,,,,,,True
Pyasi Bhabhi,2005,,Thriller,,,,,,,True
Pyasi Chandni,2002,,Thriller,,,,,,,True
Pyasi Chudail,1998,,Horror,3.5,6.0,Kasthuri,Ravi,Radha Ravi,,True
Pyasi Dilruba,1991,,Thriller,,,K. Madhavan,Babita Kapoor,Poornima,Raghu,True
Pyasi Dulhan,1990,,Thriller,,,,,,,True
Pyasi Hasina,2004,,Horror,,,Shakeela,,,,True
Pyasi Maina,2003,,Thriller,,,Uma Maheshwari,,,,True
Pyasi Meri Nigahen,1990,,Thriller,,,Anuradha,Shiva,Silk Smitha,Swapna,True
Pyasi Nigahen,1990,127.0,Thriller,,,Birbal,Sahila Chaddha,Ajinkya Deo,Annu Kapoor,False
Pyasi Padosan,1999,,Thriller,,,Aswani,Mala,Satish,,True
Pyasi Patni,1992,,Thriller,,,Jayalalitha,Uma Maheshwari,Nisha,Ravi Verma,True
Pyasi Sham,1969,,"Drama, Romance, Thriller",6.9,23.0,Amar Kumar,Sunil Dutt,Feroz Khan,Sharmila Tagore,True
Pyasi Tasveer,2002,,Thriller,,,,,,,True
Q,2017,96.0,"Drama, Thriller",6.0,29.0,Sanjeev Gupta,Heeba Shah,Ashwin Shukla,,False
Qaatil Husn Ka,1991,,Thriller,,,,,,,True
Qaboot E Pawardigaar,1978,,Drama,,,,,,,True
Qafir Jawaani,1989,,Thriller,,,Chandrika,,,,True
Qahar,1997,,"Action, Crime, Drama",3.8,160.0,Rajkumar Kohli,Sunny Deol,Sunil Shetty,Arman Kohli,True
Qaid,1975,130.0,"Drama, Romance, Thriller",5.7,15.0,Atma Ram,Vinod Khanna,Leena Chandavarkar,Jayshree T.,False
Qaid Mein Hai Bulbul,1992,,"Drama, Romance",2.8,35.0,Ravindra Peepat,Rana Jung Bahadur,Bhagyashree,Sudha Chandran,True
Qaidi,1940,,,,,S.F. Hasnain,Nandrekar,Mehtab,Ramola,True
Qaidi,1957,,Action,,,Mohammed Hussain,Suresh,Padmini,Ragini,True
Qaidi,1984,110.0,"Action, Drama",6.1,30.0,S.S. Ravichandra,Asrani,Urmila Bhatt,Bharat Bhushan,False
Qaidi No. 911,1959,,"Action, Crime",,,Aspi Irani,Sheikh Mukhtar,Nanda,Mehmood,True
Qala,2021,,"Drama, Horror, Thriller",,,Anvita Dutt,Swastika Mukherjee,Tripti Dimri,Babil Khan,True
Qarib Qarib Single,2017,125.0,"Comedy, Romance",7.1,7382.0,Tanuja Chandra,Irrfan Khan,Parvathy Thiruvothu,Neha Dhupia,False
Qasam Se Qasam Se,2012,145.0,Romance,4.0,18.0,Ashfaq Makrani,Faith,Farhan,Satish Kaushik,False
Qasoor Kiska,1988,,,,,Arun Kumar,Manohar,Meena,,True
Qatal E Aam,2005,,Action,2.9,7.0,Sanjay Sharma,Ishrat Ali,Laxmikant Berde,Mithun Chakraborty,True
Qatil,1988,135.0,"Crime, Drama, Mystery",6.0,25.0,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor,False
Qatil,1960,,"Action, Adventure",,,Mohammed Hussain,Prem Nath,Chitra,Shyam Kumar,True
Qatil,1944,,,,,Shanti Kumar,Eddie Billimoria,Badri Prasad,,True
Qatil,1970,,,,,K. Mullick,,,,True
Qatil Aur Aashiq,1986,,"Action, Crime, Drama",,,Swaroop Kumar,Shoma Anand,Vijayendra Ghatge,Kalpana Iyer,True
Qatil Chandalini,1998,101.0,Horror,,,Rajan Lyallpuri,Sudhir Dalvi,Imtiaz Khan,Parveen Khan,False
Qatil Chudail,2001,96.0,Horror,5.2,5.0,Kanti Shah,Anil Nagrath,Jhony Nirmal,Amit Pachori,False
Qatil Dilruba,1989,69.0,Drama,,,Mohan Gandhi,Baskaran,Salim Bava,Pratap Chandra,False
Qatil Haseeno Ka,2001,113.0,Crime,3.1,7.0,K. Shivram,Arya,Rana Jung Bahadur,Aparna Bera,False
Qatil Jawani,1990,,"Crime, Drama, Thriller",,,Mohan,I.V. Sasi,Babloo,Hari,True
Qatil Nigahen,1999,,Mystery,,,Kumar Anand,Zahid Ali,Isha Gupta,Jugraj,True
Qatil Nighahen,1991,,Horror,,,Silk Smitha,,,,True
Qatilon Ka Qatil,2004,,Action,4.2,6.0,Chitra Shenoy,Darshan Thoogudeep,,,True
Qatl,1986,141.0,"Mystery, Thriller",7.0,202.0,R.K. Nayyar,Sanjeev Kumar,Ranjeeta Kaur,Shatrughan Sinha,False
Qatl-e-Aam,1935,,,,,Arolkar,Rele,Gangoobai,,True
Qawwali Ki Raat,1964,,Musical,6.1,8.0,Durgesh Kumar,P.L. Santoshi,Mumtaz,Kamaljit Singh,True
Qayamat,1983,139.0,"Action, Crime, Drama",6.0,62.0,Raj N. Sippy,Dharmendra,Smita Patil,Jaya Prada,False
Qayamat Hi Qayamat,2012,,"Action, Drama",,,Vicky Ranawat,Prem Chopra,Zakir Hussain,Puneet Issar,True
Qayamat Ki Raat,1990,,Horror,4.6,10.0,G.T.B. Harvey,Pappu Verma,Goga Kapoor,Shakti Kapoor,True
Qayamat Ki Zindagi,1995,,Action,,,Vishwa Naidu,,,,True
Qayamat Se Qayamat Tak,1988,162.0,"Drama, Musical, Romance",7.5,10497.0,Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor,False
Qayamat: City Under Threat,2003,180.0,"Action, Drama, Romance",4.7,2202.0,Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor,False
Qazzak Ki Ladki,1937,,,,,K. Sardar,Bibbo,Dattu,Iftekhar,True
Qeemat,1956,,Drama,,,Abhi Bhattacharya,Jabeen Jalil,Chaman Puri,Madan Puri,True
Qila,1998,133.0,"Drama, Family, Music",5.1,109.0,Umesh Mehra,Dilip Kumar,Mukul Dev,Rekha,False
Quartet 1,2012,104.0,Drama,,,Buddhadev Dasgupta,Bobby Chakraborty,Pradip Roy,Jaya Seal,False
Queen,2013,146.0,"Adventure, Comedy, Drama",8.2,61852.0,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Lisa Haydon,False
Queen of Khajuraho,2001,,Thriller,,,Papu Bahruz,Aman Sagar,Kirti Shetty,Sohail Khan,True
Queen of Sajjangarh,2021,,Horror,5.9,20.0,Mahaveer Shringi,Vaibhav Chauhan,Rajesh Dubeay,Abhijeet Ghadge,True
Queens! Destiny of Dance,2011,112.0,"Drama, Musical",5.4,10.0,David Atkins,Seema Biswas,Vineeth,,False
Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,97.0,"Action, Comedy, Drama",5.8,802.0,Shashanka Ghosh,Rajendra Prasad,Rambha,Anu Menon,False
Qurbani,1980,157.0,"Action, Crime, Drama",7.0,823.0,Feroz Khan,Feroz Khan,Vinod Khanna,Zeenat Aman,False
Qurbani Rang Layegi,1991,,"Drama, Family",5.5,32.0,Raj N. Sippy,Sanjay Dutt,Poonam Dhillon,Padmini Kolhapure,True
Qurbani: The Sacrifice,2001,,Action,,,Manya,Shivaji,,,True
Qurbaniyaan,2000,,Action,3.2,5.0,T.L.V. Prasad,Mithun Chakraborty,Raza Murad,Paintal,True
Qurbat,2017,110.0,Crime,,,Amit Ramesh Rughani,Chetan Daiya,Khushbu Jani,Shivam Jingar,False
R... Rajkumar,2013,146.0,"Action, Comedy, Romance",5.2,5552.0,Prabhu Deva,Shahid Kapoor,Sonakshi Sinha,Sonu Sood,False
Ra.One,2011,156.0,"Action, Adventure, Sci-Fi",4.7,39039.0,Anubhav Sinha,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,False
Raabta,2017,147.0,"Action, Drama, Fantasy",5.1,6311.0,Dinesh Vijan,Deepika Padukone,Sushant Singh Rajput,Rajkummar Rao,False
Raadha Aur Seeta,1979,109.0,"Drama, Family",5.4,7.0,Vijay Kapoor,Rajendranath Malhotra,Madan Puri,Leela Mishra,False
Raag,2021,,Drama,,,Arvind Tripathi,Rakesh Bedi,Sudha Chandran,Milind Gunaji,True
Raag Desh,2017,135.0,"Action, Drama, History",8.1,376.0,Tigmanshu Dhulia,Kunal Kapoor,Amit Sadh,Mohit Marwah,False
Raag Prayaag,2017,60.0,Documentary,,,Nandan Kudhyadi,Ajoy Chakrabarti,Satyasheel Deshpande,Mahesh Elkunchwar,False
Raag Rang,1952,,Romance,,,Digvijay,Ashok Kumar,Geeta Bali,Madan Puri,True
Raagini,1958,128.0,"Drama, Family",6.5,10.0,Rakhan,Ashok Kumar,Kishore Kumar,Padmini,False
Raahee,1987,,"Action, Crime, Drama",5.5,15.0,Raman Kumar,Sanjeev Kumar,Shatrughan Sinha,Smita Patil,True
Raahgir,2019,85.0,Drama,7.4,27.0,Goutam Ghose,Adil Hussain,Tillotama Shome,Neeraj Kabi,False
Raaj Dulara,1987,,Comedy,,,Nayan Bhatt,C.S. Dubey,Chetan Hansraj,Yasmin Khan,True
Raaj Tilak,1984,,"Action, Drama",5.9,120.0,Rajkumar Kohli,Dharmendra,Hema Malini,Kamal Haasan,True
Raaja,1975,140.0,"Drama, Family",6.2,38.0,K. Shankar,Rishi Kapoor,Sulakshana Pandit,Prem Chopra,False
Raajdrohi,1979,,Action,,,K. Raghavendra Rao,,,,True
Raaka,1965,,"Action, Adventure, Fantasy",,,Kedar Kapoor,Dara Singh,Mumtaz,Ganga,True
Raaka,1984,,Action,,,S.A. Chandrashekhar,Chiranjeevi,Vijayshanti,,True
Raakchhas,2001,,Thriller,,,,,,,True
Raakh,1989,153.0,"Action, Crime, Drama",7.5,1095.0,Aditya Bhattacharya,Aamir Khan,Supriya Pathak,Pankaj Kapur,False
Raakh Aur Chingari,1982,,Drama,,,S.U. Syed,Vinod Mehra,Vidya Sinha,Anil Dhawan,True
Raakh: A Poem Masked in Blood,2007,113.0,"Action, Crime, Drama",3.6,77.0,Hansal Mehta,Mithun Chakraborty,Sohail Khan,Aamir Ali,False
Raakhi,1949,,,,,Ulhas,,,,True
Raakhi Aur Rifle,1976,109.0,Action,6.3,7.0,Radhakant,Dara Singh,Raman Khanna,Sona Mastan Mirza,False
Raakhi Ki Saugandh,1979,,"Action, Crime, Drama",,,Shibu Mitra,Ajit,Rajan Haksar,Helen,True
Raampur Ka Lakshman,1972,138.0,"Drama, Family",6.3,66.0,Manmohan Desai,Randhir Kapoor,Rekha,Shatrughan Sinha,False
Raanjhanaa,2013,140.0,"Drama, Romance",7.6,30344.0,Aanand L. Rai,Dhanush,Sonam Kapoor,Mohd. Zeeshan Ayyub,False
Raanu,2004,,Drama,,,,,,,True
Raas Leela,2003,,Thriller,,,,,,,True
Raasaiyya,1995,129.0,"Comedy, Drama",4.9,178.0,Kannan,R. Kannan,Prabhu Deva,Roja,False
Raaste Aur Rishte,1983,,Drama,,,Manik Irani,Bharat Kapoor,Kader Khan,Mazhar Khan,True
Raaste Kaa Patthar,1972,133.0,"Drama, Romance",5.7,85.0,Mukul Dutt,Amitabh Bachchan,Shatrughan Sinha,Laxmi Chhaya,False
Raaste Pyar Ke,1982,,"Drama, Family",4.3,14.0,Rajendra Prasad V.B.,Jeetendra,Rekha,Shabana Azmi,True
Raat,1992,127.0,Horror,7.1,1020.0,Ram Gopal Varma,Revathi,Rohini Hattangadi,Om Puri,False
Raat Akeli Hai,2020,149.0,"Crime, Drama, Mystery",7.3,15769.0,Honey Trehan,Nawazuddin Siddiqui,Radhika Apte,Aditya Srivastav,False
Raat Andheri Thi,1967,,Thriller,,,Shiv Kumar,Feroz Khan,Sheikh Mukhtar,Lolita Chatterjee,True
Raat Aur Din,1967,135.0,"Mystery, Thriller",7.6,74.0,Satyen Bose,Nargis,Pradeep Kumar,Feroz Khan,False
Raat Baaki Hai,2021,100.0,"Drama, Thriller",5.2,332.0,Avinash Das,Paoli Dam,Anup Soni,Dipannita Sharma,False
Raat Ek Anhoni - A Danger Night,2004,,Thriller,,,,,,,True
"Raat Gayi, Baat Gayi?",2009,104.0,"Comedy, Drama",6.3,533.0,Saurabh Shukla,Aamir Bashir,Anil Chaudhary,Makrand Deshpande,False
Raat Ka Darinda,2000,,Horror,,,,,,,True
Raat Ke Andhere Mein,1987,110.0,"Horror, Mystery",4.3,9.0,Vinod Talwar,Javed Khan,Deepika Chikhalia,Dipika,False
Raat Ke Baad,1986,,Thriller,,,Charandas Shokh,Vijay Arora,Raj Babbar,Master Bhagwan,True
Raat Ke Gunaah,1994,,Thriller,,,Rajeev-Neelabh,Shekhar Suman,Sonika Gill,Archana Puran Singh,True
Raat Ke Laddu,2000,,Thriller,,,Sandish Gandhi,Farooq Khan,RajasekarDop,Ravi Varma,True
Raat Ke Rahi,1959,,"Action, Crime, Drama",6.7,15.0,Naseem,Shammi Kapoor,Jabeen Jalil,Anwar Hussain,True
Raat Ke Saudagar,2002,,Drama,,,Yousif Salim,Sabreena,Zahid Ali,Kirti Shetty,True
Raat Ki Baat,1935,,,,,Gunjal,Ghulam Mohammed,,,True
Raat Ki Baat,2000,,Crime,3.6,7.0,Anil Dhanda,Mandeep,Sapna Sappu,Rajni Chandra,True
Raat Ki Kaliyan,2001,,Thriller,,,N. Shankaran Nair,,,,True
Raat Ki Laila,2001,,Horror,,,,,,,True
Raat Ki Rani,1935,,,,,Raja Sandow P.K.,Noor Mohammad Charlie,Raja Sandow P.K.,,True
Raat Ki Rani,1949,,Drama,,,Om Prakash,Munawwar Sultana,Madan Puri,Chaman Puri,True
Raat Rani,2000,,Thriller,,,Dayanand Rajan,Kishore Anand Bhanushali,Anant Jog,Nargis,True
Raate Ke Andhere Mein,1969,138.0,Thriller,,,Mohan J. Bijlani,Master Bhagwan,Mohan Choti,Dev Dutt,False
Raaton Ka Raja,1970,,Drama,4.4,5.0,Rajesh Nahta,Dolly,Jeevan,Dheeraj Kumar,True
Raavan,1984,,"Drama, Family",7.1,35.0,Johny Bakshi,Smita Patil,Vikram Makandar,Gulshan Arora,True
Raavan,2010,130.0,"Action, Adventure, Drama",5.4,4245.0,Mani Ratnam,Abhishek Bachchan,Aishwarya Rai Bachchan,Govinda,False
Raaz,1967,139.0,"Thriller, Mystery",6.2,137.0,Ravindra Dave,Rajesh Khanna,Babita Kapoor,I.S. Johar,False
Raaz,1981,132.0,"Crime, Mystery, Thriller",5.2,20.0,Harmesh Malhotra,Raj Babbar,Sulakshana Pandit,Brahm Bhardwaj,False
Raaz,2002,151.0,"Drama, Horror, Musical",6.5,3085.0,Vikram Bhatt,Dino Morea,Bipasha Basu,Malini Sharma,False
Raaz 3: The Third Dimension,2012,139.0,"Horror, Romance, Thriller",4.0,3528.0,Vikram Bhatt,Emraan Hashmi,Bipasha Basu,Esha Gupta,False
Raaz Hi Raaz,2002,,Mystery,,,Pappu Sharma,Rajeev Raj,Preeti Patel,Rajesh Sabharwal,True
Raaz Ki Baat,1962,,Mystery,,,Bolton Ci Nagi,Sujit Kumar,Simi Garewal,Abhi Bhattacharya,True
Raaz Ki Baat,2002,,Thriller,,,,,,,True
Raaz Reboot,2016,128.0,"Horror, Mystery, Romance",4.4,1784.0,Vikram Bhatt,Emraan Hashmi,Kriti Kharbanda,Suzanna Mukherjee,False
Raaz: The Mystery Continues,2009,151.0,"Horror, Mystery, Romance",5.6,3396.0,Mohit Suri,Kangana Ranaut,Adhyayan Suman,Emraan Hashmi,False
Raazi,2018,138.0,"Action, Drama, Thriller",7.8,26557.0,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,False
Rab Ne Bana Di Jodi,2008,167.0,"Comedy, Drama, Music",7.2,44985.0,Aditya Chopra,Shah Rukh Khan,Anushka Sharma,Vinay Pathak,False
Rabba Main Kya Karoon,2013,116.0,"Comedy, Romance",4.3,277.0,Amrit Sagar,Akash Sagar Chopra,Tahira Kochhar,Arshad Warsi,False
Rabbi,2017,,Musical,,,Rahat Kazmi,Bidita Bag,Brijendra Kala,Furqan Merchant,True
Race,2008,149.0,"Action, Crime, Drama",6.7,13516.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Akshaye Khanna,False
Race 2,2013,150.0,"Action, Crime, Thriller",5.4,15574.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Anil Kapoor,False
Race 3,2018,160.0,"Action, Crime, Thriller",1.9,42457.0,Remo D'Souza,Anil Kapoor,Salman Khan,Bobby Deol,False
Rachna,1983,118.0,Family,4.8,12.0,Sathish,Anil Kapoor,Deepak Shankar,Jezebel,False
Racket,2018,122.0,Drama,7.3,17.0,Rahul Rajan,Rahul Ranjan,Suman Jain,Vaishnavi Karmarkar,False
Radha,1997,,Drama,,,Sunil Das,,,,True
Radha Ka Sangam,1992,,"Drama, Romance",5.0,72.0,Kirti Kumar,Abhimanyyu Abhimanyu,Ragesh Asthana,Juhi Chawla,True
Radha Krishna,1933,,,,,Monindra Bose,Amar Chowdhury,Angurbala,Dhiraj Bhattacharya,True
Radha Krishna,1954,120.0,Fantasy,7.9,7.0,Raja Nene,Kamini Kaushal,Ratan Kumar,Agha,False
Radha Rani,1932,176.0,Drama,,,Chandulal Shah,Gohar,M. Bhagwandas,Keki Adajania,False
Radhe,2021,135.0,"Action, Crime, Thriller",1.8,162455.0,Prabhu Deva,Salman Khan,Disha Patani,Randeep Hooda,False
Radhe Shyam,1932,,,3.8,5.0,Anand Prasad Kapoor,Roshan Lal Shorey,Khurshid Begum,Sunita Devi,True
Radhika,1941,,,,,V.C. Desai,Kanhaiyalal Chaturvedi,Harish,Nalini Jaywant,True
Radio Comes to Rampur,1999,46.0,Drama,,,Asha Dutta,Akash Ajmera,Kiran Misher,,False
Radio: Love on Air,2009,110.0,"Drama, Musical, Romance",2.9,304.0,Ishaan Trivedi,Himesh Reshammiya,Shenaz Treasury,Sonal Sehgal,False
Raees,1948,,,,,Qasiar Sabhai,Shanta Kanwar,Jawahar Kaul,Urvashi,True
Raees,1976,,Drama,,,Vishnu Raaje,Yogeeta Bali,Kiran Kumar,A.K. Hangal,True
Raees,2017,143.0,"Action, Crime, Drama",6.8,41441.0,Rahul Dholakia,Raj Arjun,Shubham Chintamani,Shubham Tukaram,False
Raeeszada,1990,149.0,Drama,3.6,22.0,Bharat Kapoor,Sonam,Bharat Bhushan,Anil Dhawan,False
Raeeszada,1976,123.0,Action,,,Desh Gautam,Raja Thakur,Vikram Makandar,Zarina Wahab,False
Rafoo Chakkar: Fun on the Run,2008,122.0,"Comedy, Crime, Drama",3.4,54.0,B.H. Tharun Kumar,Nauheed Cyrusi,Aslam Khan,Nisha Rawal,False
Rafta Rafta: The Speed,2006,,"Action, Crime, Drama",4.0,6.0,Raj Sharma,Sameer Dharmadhikari,Urmila Rao,Viraaj Kumar,True
Raftaar,1975,,Drama,6.0,10.0,Dinesh-Ramanesh,Ramesh Puri,Moushumi Chatterjee,Vinod Mehra,True
Raftaar - An Obsession,2009,,Thriller,5.9,7.0,Vickey S. Kumar,Aryan Singh,Vishal Kaushik,Tonisha Pawar,True
Raftar,1955,,"Drama, Family",,,Nakhshab Jarchavi,Talat Mahmood,Nadira,Meenaxi,True
Raghav,2014,,Drama,7.1,30.0,Bhupendra Bhattarai,Gita Adhikari,Basanta Bhatta,Cait Brasel,True
Raghav Radio,2021,,Drama,,,Prashant Singh,Tulip Fazal,,,True
Raghu in Mumbai,2021,,Crime,,,,,,,True
Raghu More: Bachelor of Hearts,2003,,Comedy,4.5,15.0,Iqbal Raj,Anamika Goel,Sonika Kapoor,Mangala Kenkre,True
Raghu Rai: An Unframed Portrait,2017,55.0,Documentary,6.4,73.0,Avani Rai,Avani Rai,Raghu Rai,,False
Raghu Romeo,2003,100.0,"Comedy, Crime",6.9,651.0,Rajat Kapoor,Vijay Raaz,Maria Goretti,Sadiya Siddiqui,False
Raghuveer,1995,151.0,"Action, Drama",4.3,86.0,K. Pappu,Sunil Shetty,Shilpa Shirodkar,Suresh Oberoi,False
Ragini,1945,,Romance,,,Pran,,,,True
Ragini MMS,2011,93.0,"Drama, Horror, Mystery",4.9,2489.0,Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Rajat Kaul,False
Ragini MMS 2,2014,119.0,Horror,3.8,2740.0,Bhushan Patel,Sunny Leone,Saahil Prem,Parvin Dabas,False
Ragistan Ki Rani,1935,,,,,Anand Prasad Kapoor,,,,True
Ragni,1945,,,,,Shankar Mehta,Smriti Biswas,Aruna Devi,Najam,True
Ragpickers: Scavengers of a different Graveyard,2005,,Documentary,,,Priti Chandriani,Tina Schmidt,Brahmanand S. Singh,,True
Rahasya,2015,123.0,"Mystery, Thriller",7.6,4599.0,Manish Gupta,Kay Kay Menon,Ashish Vidyarthi,Tisca Chopra,False
Rahasya,2000,,Action,,,Almas,Laxmikant Berde,Pankaj Berry,Sulabha Deshpande,True
Rahat,1945,,,,,Ramnik Desai,Sardar Akhtar,Paidi Jairaj,,True
Rahat,1983,,Drama,,,,,,,True
Rahemdil Jallad,1985,,Action,,,Qamar Narvi,Rama Kanuja,Mazhar Khan,Ritu Khanna,True
Rahenge Sadaa Gardish Mein Taare,2017,70.0,Drama,5.6,12.0,Saif Hyder Hasan,Rajesh Khera,Sonali Kulkarni,Arif Zakaria,False
Rahgeer,1943,,"Comedy, Musical",,,A. Rashid,Anwari,Trilok Kapoor,Masood,True
Rahgir,1969,120.0,Romance,6.8,12.0,Tarun Majumdar,Biswajit Chatterjee,Sandhya Roy,Shashikala,False
Rahgir,1943,,,,,Zohra,,,,True
Rahi,1953,139.0,Drama,7.0,28.0,Khwaja Ahmad Abbas,Dev Anand,Nalini Jaywant,Balraj Sahni,False
Rahi Badal Gaye,1985,,Romance,6.4,46.0,Ravi Tandon,Rishi Kapoor,Shabana Azmi,Padmini Kolhapure,True
Rahoh Mein Pada Patthar Hoon,1970,,Drama,,,,,,,True
Rahu Ketu,1978,133.0,Action,5.8,20.0,B.R. Ishara,Shashi Kapoor,Rekha,Prem Nath,False
